name,market_value_eur,contract_until,tm_photo_url,tm_id,age,foot,height,position,dob
Hyun-ju Lee,,,https://img.a.transfermarkt.technology/portrait/big/709166-1690131657.jpg,709166.0,,,,,
Pablo Gozálbez,700000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/622992-1698962957.jpg,622992.0,,,,,
N. Djouahra,1500000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/594926-1766432207.jpg,594926.0,,,,,
B. Mansilla,800000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/981058-1721081381.jpg,981058.0,,,,,
Miguel Puche,400000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/632901.jpg,632901.0,,,,,
A. Trezza,1500000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/741517-1766432296.jpg,741517.0,,,,,
F. Mayulu,1500000.0,,https://img.a.transfermarkt.technology/portrait/big/826719-1692995781.png,826719.0,,,,,
Barbero,1000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/514514-1702411088.jpg,514514.0,,,,,
D. Nandín,1000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/862352-1712765458.JPG,862352.0,,,,,
L. Carević,5000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/344457-1729964020.jpg,344457.0,,,,,
I. Zlobin,1000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/282654-1634205324.jpg,282654.0,,,,,
I. Ba,12000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/1191154-1758311322.jpg,1191154.0,,,,,
J. de Haas,7000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/420196-1605471356.jpg,420196.0,,,,,
L. Realpe,5000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/656409-1776811689.jpg,656409.0,,,,,
Renan Santana,1000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/1096224.jpg,1096224.0,,,,,
V. Serafimović,400000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/673435-1735146326.png,673435.0,,,,,
Pedro Bondo,2000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/847484-1766431838.jpg,847484.0,,,,,
Rafa Soares,1000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/198006-1694780939.png,198006.0,,,,,
Rodrigo Pinheiro,5000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/549038-1749738242.jpg,549038.0,,,,,
Gustavo Garcia,1500000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/574758-1595155750.jpg,574758.0,,,,,
T. van de Looi,5000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/420189-1632545699.png,420189.0,,,,,
Mathias de Amorim,10000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/1061975-1766702373.jpg,1061975.0,,,,,
Marcos Peña,1500000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/1064121-1755151656.jpg,1064121.0,,,,,
O. Mamageishvili,700000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/724966-1685095697.png,724966.0,,,,,
Gustavo Sá,25000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/982575-1742141418.jpg,982575.0,,,,,
Sorriso,5000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/868101-1662647908.jpg,868101.0,,,,,
Óscar Aranda,3000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/652332-1742552942.jpg,652332.0,,,,,
A. Joujou,2000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/1028162-1683803729.jpg,1028162.0,,,,,
R. Beney,1500000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/700479-1707377051.jpg,700479.0,,,,,
Rochinha,500000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/290336-1666099955.jpg,290336.0,,,,,
Gil Dias,2000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/329723-1709021301.png,329723.0,,,,,
S. Elisor,1500000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/804661-1697466072.png,804661.0,,,,,
U. Abubakar,1000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/1133954-1741365210.jpg,1133954.0,,,,,
Alberto Costa,18000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/877139-1739281459.jpg,877139.0,,,,,
Cláudio Ramos,800000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/155396-1773342545.jpg,155396.0,,,,,
J. Kiwior,35000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/425918-1683101307.jpg,425918.0,,,,,
N. Pérez,12000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/491693-1695029359.jpg,491693.0,,,,,
J. Bednarek,11000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/243028-1709158468.jpg,243028.0,,,,,
D. Prpić,4000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/921533-1758830918.jpg,921533.0,,,,,
Thiago Silva,500000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/29241-1661856081.jpg,29241.0,,,,,
Francisco Moura,9000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/478365-1758830803.jpg,478365.0,,,,,
Z. Sanusi,3000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/544784-1758829993.jpg,544784.0,,,,,
Martim Fernandes,12000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/935480-1775770086.jpg,935480.0,,,,,
A. Varela,32000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/756990-1758829907.jpg,756990.0,,,,,
P. Rosario,8000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/370791-1773342182.jpg,370791.0,,,,,
V. Froholdt,50000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/926993-1779796148.jpg,926993.0,,,,,
Rodrigo Mora,38000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/957653-1758830632.jpg,957653.0,,,,,
Gabri Veiga,30000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/699704-1664178820.jpg,699704.0,,,,,
O. Pietuszewski,25000000.0,2031-06-30,https://img.a.transfermarkt.technology/portrait/big/1162012-1760515365.JPG,1162012.0,,,,,
Borja Sainz,20000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/634461-1773342111.jpg,634461.0,,,,,
Y. Karamoh,1000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/324804-1663596515.jpg,324804.0,,,,,
William Gomes,,,https://img.a.transfermarkt.technology/portrait/big/1004725-1758830735.jpg,1004725.0,,,,,
Pepê,17000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/520662-1758830033.jpg,520662.0,,,,,
Samu Aghehowa,45000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/991268-1732829288.jpg,991268.0,,,,,
T. Moffi,8000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/538874-1780563723.jpg,538874.0,,,,,
D. Gül,5000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/1063292-1774435686.jpeg,1063292.0,,,,,
L. de Jong,500000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/72522-1682332002.jpg,72522.0,,,,,
Joel Robles,350000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/101118-1698420821.JPG,101118.0,,,,,
M. Turk,300000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/700643-1729676593.jpg,700643.0,,,,,
Diogo Dias,200000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/906307-1724848714.jpg,906307.0,,,,,
F. Bacher,6000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/394134-1724845183.jpg,394134.0,,,,,
K. Boma,6000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/709727-1724848643.jpg,709727.0,,,,,
Ferro,1000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/294321-1743698179.jpg,294321.0,,,,,
A. Tsoungui,1000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/503858-1745075714.jpg,503858.0,,,,,
O. Israelov,200000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/950442-1721918936.jpg,950442.0,,,,,
Pedro Amaral,2000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/319623-1724848201.jpg,319623.0,,,,,
Gonçalo Costa,600000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/383014-1724845350.jpg,383014.0,,,,,
Ricard Sánchez,3000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/388545-1551650605.JPG,388545.0,,,,,
João Carvalho,4000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/553062-1766178064.png,553062.0,,,,,
J. Holsgrove,5000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/429309-1571162556.jpg,429309.0,,,,,
Jandro Orellana,1000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/388548-1724848451.jpg,388548.0,,,,,
Xeka,800000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/290256-1599421564.jpg,290256.0,,,,,
N. Lominadze,700000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/658815-1713341533.png,658815.0,,,,,
Pizzi,300000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/64339-1644332327.png,64339.0,,,,,
André Lacximicant,800000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/752442-1724846373.jpg,752442.0,,,,,
R. Guitane,5000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/394328-1724846346.jpg,394328.0,,,,,
Peixinho,200000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/1159044.jpg,1159044.0,,,,,
Y. Begraoui,12000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/569376-1724845434.jpg,569376.0,,,,,
A. Marqués,1500000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/525602-1724848350.jpg,525602.0,,,,,
K. Edwards,400000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/741650-1675880434.jpg,741650.0,,,,,
Lucão,1200000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/412372-1717523097.jpg,412372.0,,,,,
Daniel Figueira,500000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/475407-1724845280.jpg,475407.0,,,,,
M. Elimbi,4000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/862628-1770902208.jpg,862628.0,,,,,
Jonathan Buatu,600000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/137313-1710239104.png,137313.0,,,,,
Espigares,500000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/886047-1664570903.jpg,886047.0,,,,,
G. Konan,3000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/422850-1780315250.jpg,422850.0,,,,,
Weverson,800000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/412367-1654715390.png,412367.0,,,,,
Zé Carlos I,800000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/908936-1672674297.png,908936.0,,,,,
Hevertton,,,https://img.a.transfermarkt.technology/portrait/big/695121-1668162624.png,695121.0,,,,,
J. Mutombo,400000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/721952-1770902469.jpg,721952.0,,,,,
F. Cáseres,2500000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/829434-1646598800.png,829434.0,,,,,
Gonçalo Maia,100000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/1089809-1710240842.jpg,1089809.0,,,,,
Luís Esteves,6000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/609518-1547567442.png,609518.0,,,,,
Santi García,4000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/732096-1770901764.jpg,732096.0,,,,,
Gil Martins,200000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/937727-1770902580.jpg,937727.0,,,,,
Joelson Fernandes,1000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/581140-1696433273.png,581140.0,,,,,
T. Touré,500000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/641576-1710239940.png,641576.0,,,,,
A. Moreira,1000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/999072-1726767292.jpg,999072.0,,,,,
Murilo,800000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/345061-1710239991.jpg,345061.0,,,,,
Sergio Bermejo,600000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/372051-1720169542.jpg,372051.0,,,,,
Rodrigo Rodrigues,100000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/1333982.jpg,1333982.0,,,,,
Gustavo Varela,3000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/931900-1704275488.jpg,931900.0,,,,,
Héctor Hernández,800000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/273738-1491486452.jpg,273738.0,,,,,
Carlos Eduardo,500000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/927714.jpg,927714.0,,,,,
André Ferreira,600000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/290346-1548259586.jpg,290346.0,,,,,
Mika,100000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/138285-1548346230.jpg,138285.0,,,,,
Caio Secco,100000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/175188-1705663122.png,175188.0,,,,,
Gilberto Batista,1500000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/816572-1705663008.png,816572.0,,,,,
Maracás,700000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/373187-1705662823.png,373187.0,,,,,
Michel,600000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/887834-1670965201.jpeg,887834.0,,,,,
Kevyn Monteiro,500000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/1116537-1769434591.png,1116537.0,,,,,
Kiko,1500000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/934031-1704295000.jpg,934031.0,,,,,
Álvaro Martínez,400000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/718577-1732225155.jpg,718577.0,,,,,
Diogo Travassos,6000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/478317-1743698526.jpg,478317.0,,,,,
Dinis Pinto,3000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/663254-1705663219.png,663254.0,,,,,
Fabiano,,,https://img.a.transfermarkt.technology/portrait/big/657387-1705663208.png,657387.0,,,,,
Leandro Santos,1000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/1173926-1750853222.jpg,1173926.0,,,,,
M. Stjepanović,3000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/698539-1673942102.jpg,698539.0,,,,,
Afonso Assis,500000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/1365020-1778859569.jpeg,1365020.0,,,,,
Miguel Silva,100000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/1510255.jpg,1510255.0,,,,,
Vasco Sousa,2000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/575716-1725014523.png,575716.0,,,,,
Rodri Alonso,2000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/668178-1614625342.jpg,668178.0,,,,,
N. John,500000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/581683-1629964630.jpg,581683.0,,,,,
J. Gower,100000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/890718-1744146290.jpg,890718.0,,,,,
Alan,5000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/428786-1705663806.png,428786.0,,,,,
Landerson,1000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/1219689-1770771756.jpg,1219689.0,,,,,
Cedric Teguia,800000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/536831-1770771931.jpg,536831.0,,,,,
Kiko Bondoso,800000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/590302-1737125586.jpg,590302.0,,,,,
Luís Semedo,600000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/840687-1724772174.jpg,840687.0,,,,,
Maranhão,600000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/862568-1766511707.jpg,862568.0,,,,,
C. Miszta,5000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/487167-1737115990.jpg,487167.0,,,,,
E. van der Gouw,400000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/529425-1709893439.jpeg,529425.0,,,,,
K. Chamorro,300000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/378521-1715904382.png,378521.0,,,,,
A. Ntoi,5000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/724035-1771960523.jpg,724035.0,,,,,
N. Abbey,1500000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/566677-1737116225.jpg,566677.0,,,,,
Gustavo Mancha,1500000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/1082582-1757716101.png,1082582.0,,,,,
F. Petrasso,1200000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/985683-1737116110.jpg,985683.0,,,,,
J. Brabec,400000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/112948-1735061444.jpg,112948.0,,,,,
J. Lomboto,300000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/862204-1737739097.jpg,862204.0,,,,,
O. Richards,2000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/424881-1737119772.jpg,424881.0,,,,,
Leonardo Buta,1000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/653415-1710239705.jpg,653415.0,,,,,
M. Vrousai,3000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/395632-1737120039.jpg,395632.0,,,,,
João Tomé,600000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/551981-1737124650.jpg,551981.0,,,,,
T. Nikitscher,800000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/633056-1732087351.jpg,633056.0,,,,,
G. Liavas,700000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/481676-1738081958.png,481676.0,,,,,
B. Aguilera,1500000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/631996-1737125377.jpg,631996.0,,,,,
Ryan Guilherme,900000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/877787-1684688975.jpeg,877787.0,,,,,
João Graça,300000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/257707-1737125385.jpg,257707.0,,,,,
O. Pohlmann,1500000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/405690-1737124998.jpg,405690.0,,,,,
A. Papakanellos,500000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/933884-1728418033.png,933884.0,,,,,
T. Medina,600000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/856592-1737125595.jpg,856592.0,,,,,
Diogo Bezerra,1800000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/947404-1758020968.png,947404.0,,,,,
D. Špikić,1000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/403290-1601583952.jpg,403290.0,,,,,
Rafael Lobato,800000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/1097263-1739971442.jpg,1097263.0,,,,,
A. Rehmi,,,https://img.a.transfermarkt.technology/portrait/big/990860.jpg,990860.0,,,,,
Jalen Blesa,2000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/973249-1773844255.jpg,973249.0,,,,,
Tamble,,,https://img.a.transfermarkt.technology/portrait/big/842517-1753033448.png,842517.0,,,,,
K. Zoabi,600000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/982557-1737125480.jpg,982557.0,,,,,
Marc Gual,400000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/376486-1709021391.png,376486.0,,,,,
Jakob Tånnander,,,https://img.a.transfermarkt.technology/portrait/big/369522-1548405237.jpg,369522.0,,,,,
Brian Araújo,,,https://img.a.transfermarkt.technology/portrait/big/695141-1710239166.jpg,695141.0,,,,,
Miguel Carvalho,,,https://img.a.transfermarkt.technology/portrait/big/352015-1563990045.jpg,352015.0,,,,,
Rafael Pontelo,,,https://img.a.transfermarkt.technology/portrait/big/974506-1729087283.jpg,974506.0,,,,,
Matheus Rodrigues,,,https://img.a.transfermarkt.technology/portrait/big/1082888.jpg,1082888.0,,,,,
Rúben Fernandes,,,https://img.a.transfermarkt.technology/portrait/big/27178-1710239064.jpg,27178.0,,,,,
Toni Herrero,,,https://img.a.transfermarkt.technology/portrait/big/611495-1697817359.png,611495.0,,,,,
Poloni,,,https://img.a.transfermarkt.technology/portrait/big/429564-1663602993.png,429564.0,,,,,
Lucas D'Agrella,,,https://img.a.transfermarkt.technology/portrait/big/1215539-1733600282.jpg,1215539.0,,,,,
Alex Pinto,400000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/415645-1710239749.jpg,415645.0,,,,,
Fran Delgado,225000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/711638.jpg,711638.0,,,,,
Dário Miranda,,,https://img.a.transfermarkt.technology/portrait/big/1037751-1763991856.jpg,1037751.0,,,,,
Cláudio Falcão,650000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/437566-1569359611.jpg,437566.0,,,,,
Miguel Menino,800000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/808574.jpg,808574.0,,,,,
Yannick Semedo,,,https://img.a.transfermarkt.technology/portrait/big/620307-1733951322.png,620307.0,,,,,
Assane Ndiaye,250000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/963316.jpg,963316.0,,,,,
Rafinha,,,https://img.a.transfermarkt.technology/portrait/big/1189523.jpg,1189523.0,,,,,
Nikola Gjorgjev,,,https://img.a.transfermarkt.technology/portrait/big/237673-1722871810.jpg,237673.0,,,,,
Marco Matias,,,https://img.a.transfermarkt.technology/portrait/big/61764.jpg,61764.0,,,,,
André Candeias,,,https://img.a.transfermarkt.technology/portrait/big/925413.jpg,925413.0,,,,,
Geovanny Almeida,,,https://img.a.transfermarkt.technology/portrait/big/393581-1716925058.jpeg,393581.0,,,,,
Jaiminho,,,https://img.a.transfermarkt.technology/portrait/big/418425-1548232939.jpg,418425.0,,,,,
Rui Costa,,,https://img.a.transfermarkt.technology/portrait/big/451858-1726409986.png,451858.0,,,,,
Darío Poveda,350000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/399780-1644310342.jpg,399780.0,,,,,
Balla Sangaré,,,https://img.a.transfermarkt.technology/portrait/big/873188-1726997288.jpeg,873188.0,,,,,
Anthony Carter,300000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/303385-1537442785.jpg,303385.0,,,,,
Diego Dorregaray,,,https://img.a.transfermarkt.technology/portrait/big/522868-1732283000.png,522868.0,,,,,
Leonardo Oliveira,,,https://img.a.transfermarkt.technology/portrait/big/957736-1737652138.jpg,957736.0,,,,,
A. Trubin,25000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/537844-1737497981.jpg,537844.0,,,,,
Samuel Soares,3000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/504072-1749738150.jpg,504072.0,,,,,
Henrique Araújo,1000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/617267-1749738879.jpg,617267.0,,,,,
António Silva,4000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/238055-1727356372.png,238055.0,,,,,
N. Otamendi,1000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/54781-1669835534.jpg,54781.0,,,,,
S. Dahl,13000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/605396-1750852807.jpg,605396.0,,,,,
Anísio Cabral,5000000.0,2031-06-30,https://img.a.transfermarkt.technology/portrait/big/1092964-1772555863.jpg,1092964.0,,,,,
José Neto,3000000.0,2031-06-30,https://img.a.transfermarkt.technology/portrait/big/1233701-1763574790.jpg,1233701.0,,,,,
A. Dedić,16000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/519184-1758058581.jpg,519184.0,,,,,
A. Bah,7000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/452607-1701334276.jpg,452607.0,,,,,
Daniel Banjaqui,5000000.0,2031-06-30,https://img.a.transfermarkt.technology/portrait/big/1134199-1772555829.jpg,1134199.0,,,,,
R. Ríos,25000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/735573-1779797805.jpg,735573.0,,,,,
E. Barrenechea,12000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/671915-1758058491.jpg,671915.0,,,,,
L. Barreiro,18000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/357233-1750853041.jpg,357233.0,,,,,
F. Aursnes,15000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/223367-1737497700.jpg,223367.0,,,,,
João Veloso,1500000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/637792-1750853399.jpg,637792.0,,,,,
H. Sudakov,25000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/623325-1758058526.jpg,623325.0,,,,,
João Rego,3000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/931415-1750853573.jpg,931415.0,,,,,
A. Schjelderup,30000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/670103-1697191976.jpg,670103.0,,,,,
Bruma,3000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/139396-1700235976.jpg,139396.0,,,,,
G. Prestianni,20000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/1000674-1750852935.jpg,1000674.0,,,,,
D. Lukébakio,15000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/303259-1657098989.jpg,303259.0,,,,,
V. Pavlidis,28000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/324503-1737497307.jpg,324503.0,,,,,
F. Ivanović,15000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/548028-1727376769.jpg,548028.0,,,,,
L. Horníček,18000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/629773-1732826321.jpg,629773.0,,,,,
A. Bellaarouch,400000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/667991-1732575150.png,667991.0,,,,,
Tiago Sá,300000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/286908-1591777631.png,286908.0,,,,,
G. Lagerbielke,10000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/485395-1692356028.jpg,485395.0,,,,,
B. Arrey-Mbi,9000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/580193-1708164169.jpg,580193.0,,,,,
S. Niakaté,6000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/413118-1729863558.jpg,413118.0,,,,,
A. Barišić,4000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/625206-1758783943.jpg,625206.0,,,,,
Jonatás Noro,1000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/1061378-1732827111.jpg,1061378.0,,,,,
Paulo Oliveira,400000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/139336-1778180204.jpg,139336.0,,,,,
Leonardo Lelo,6000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/669956-1663603059.png,669956.0,,,,,
Víctor Gómez,10000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/495601-1583506246.jpg,495601.0,,,,,
